Hour,Wind speed (m/s)_clipped,Visibility (10m)_clipped,Dew point temperature(°C)_clipped,Solar Radiation (MJ/m2)_clipped,Rainfall(mm)_clipped,Snowfall (cm)_clipped,Seasons,Holiday,Functioning Day,month,day
13,3.2,463,-4.9,0.68,0.0,0.0,Winter,No Holiday,Yes,January,18
14,2.3,719,-7.4,0.72,0.0,0.0,Winter,No Holiday,Yes,January,18
15,2.3,957,-9.5,0.57,0.0,0.0,Winter,No Holiday,Yes,January,18
16,2.4,883,-8.1,0.29,0.0,0.0,Winter,No Holiday,Yes,January,18
17,2.1,858,-7.6,0.14,0.0,0.0,Winter,No Holiday,Yes,January,18
18,2.1,1259,-10.5,0.01,0.0,0.0,Winter,No Holiday,Yes,January,18
19,1.0,1210,-10.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,18
20,1.2,1171,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,18
21,1.5,1184,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,18
22,2.0,1084,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,18
23,2.3,1046,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,18
0,1.8,1154,-10.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
1,1.7,1250,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
2,1.7,1295,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
3,1.7,1316,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
4,1.4,1241,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
5,1.4,1301,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
6,1.4,1359,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
7,1.9,1281,-11.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
8,1.0,1281,-11.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
9,1.3,1519,-13.3,0.17,0.0,0.0,Winter,No Holiday,Yes,January,19
10,1.3,1592,-15.9,0.52,0.0,0.0,Winter,No Holiday,Yes,January,19
11,0.6,1794,-18.5,0.83,0.0,0.0,Winter,No Holiday,Yes,January,19
12,1.5,1858,-12.6,0.98,0.0,0.0,Winter,No Holiday,Yes,January,19
13,2.6,1370,-13.2,1.11,0.0,0.0,Winter,No Holiday,Yes,January,19
14,3.6,1552,-14.2,1.08,0.0,0.0,Winter,No Holiday,Yes,January,19
15,2.4,1686,-13.1,0.9,0.0,0.0,Winter,No Holiday,Yes,January,19
16,2.8,1648,-12.5,0.65,0.0,0.0,Winter,No Holiday,Yes,January,19
17,3.1,1810,-10.3,0.28,0.0,0.0,Winter,No Holiday,Yes,January,19
18,1.6,1629,-7.8,0.04,0.0,0.0,Winter,No Holiday,Yes,January,19
19,1.8,1519,-7.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
20,0.6,1544,-7.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
21,0.8,1595,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
22,0.8,1544,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
23,0.9,1487,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,19
0,0.6,1433,-7.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
1,0.4,1273,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
2,0.6,1369,-6.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
3,0.2,1359,-6.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
4,0.6,1226,-6.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
5,0.6,862,-6.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
6,0.4,1080,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
7,0.3,1145,-6.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
8,0.4,1140,-5.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
9,0.9,1090,-5.3,0.07,0.0,0.0,Winter,No Holiday,Yes,January,20
10,1.2,1005,-4.8,0.3,0.0,0.0,Winter,No Holiday,Yes,January,20
11,1.8,978,-3.5,0.51,0.0,0.0,Winter,No Holiday,Yes,January,20
12,2.6,904,-3.0,0.85,0.0,0.0,Winter,No Holiday,Yes,January,20
13,3.0,792,-2.0,0.85,0.0,0.0,Winter,No Holiday,Yes,January,20
14,3.2,623,-1.0,0.52,0.0,0.0,Winter,No Holiday,Yes,January,20
15,3.0,355,-2.0,0.68,0.0,0.0,Winter,No Holiday,Yes,January,20
16,3.0,355,-5.4,0.48,0.0,0.0,Winter,No Holiday,Yes,January,20
17,1.8,276,-3.1,0.22,0.0,0.0,Winter,No Holiday,Yes,January,20
18,3.2,232,-3.6,0.03,0.0,0.0,Winter,No Holiday,Yes,January,20
19,1.7,187,-2.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
20,1.2,173,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
21,2.8,346,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
22,2.4,422,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
23,1.7,382,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,20
0,1.9,340,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
1,0.4,400,-8.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
2,1.0,380,-7.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
3,0.5,474,-8.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
4,0.7,984,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
5,1.1,1065,-11.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
6,1.4,1037,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
7,1.2,1113,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
8,0.5,1227,-11.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
9,0.8,1091,-13.2,0.15,0.0,0.0,Winter,No Holiday,Yes,January,21
10,0.8,1070,-14.1,0.47,0.0,0.0,Winter,No Holiday,Yes,January,21
11,1.0,1493,-16.1,0.78,0.0,0.0,Winter,No Holiday,Yes,January,21
12,1.6,1085,-12.1,0.91,0.0,0.0,Winter,No Holiday,Yes,January,21
13,2.0,1446,-15.0,1.0,0.0,0.0,Winter,No Holiday,Yes,January,21
14,1.2,1923,-17.0,0.96,0.0,0.0,Winter,No Holiday,Yes,January,21
15,2.2,1890,-15.8,0.8,0.0,0.0,Winter,No Holiday,Yes,January,21
16,2.1,2000,-18.3,0.55,0.0,0.0,Winter,No Holiday,Yes,January,21
17,1.3,2000,-17.1,0.24,0.0,0.0,Winter,No Holiday,Yes,January,21
18,2.0,2000,-16.0,0.02,0.0,0.0,Winter,No Holiday,Yes,January,21
19,1.3,2000,-16.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
20,0.4,2000,-16.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
21,0.5,2000,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
22,0.7,2000,-15.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
23,0.6,2000,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,21
0,0.4,2000,-15.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
1,0.7,2000,-14.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
2,1.4,2000,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
3,0.3,2000,-15.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
4,0.4,2000,-14.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
5,0.7,2000,-14.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
6,0.4,2000,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
7,1.0,1989,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
8,0.5,1991,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
9,0.8,1901,-14.3,0.06,0.0,0.0,Winter,No Holiday,Yes,January,22
10,0.7,1898,-14.1,0.25,0.0,0.0,Winter,No Holiday,Yes,January,22
11,0.9,1796,-14.7,0.47,0.0,0.0,Winter,No Holiday,Yes,January,22
12,0.9,1383,-12.9,0.6,0.0,0.0,Winter,No Holiday,Yes,January,22
13,0.6,1249,-10.9,0.19,0.0,0.0,Winter,No Holiday,Yes,January,22
14,0.4,744,-1.0,0.11,0.0,0.0,Winter,No Holiday,Yes,January,22
15,1.8,655,-1.5,0.17,0.0,0.0,Winter,No Holiday,Yes,January,22
16,1.9,140,0.0,0.03,0.0,0.0,Winter,No Holiday,Yes,January,22
17,1.2,81,0.2,0.03,0.0,0.0,Winter,No Holiday,Yes,January,22
18,3.0,187,0.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
19,3.2,582,-1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
20,2.9,836,-3.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
21,2.9,590,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
22,3.9,492,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
23,2.9,554,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,22
0,3.8,894,-8.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
1,3.1,1178,-9.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
2,3.9,2000,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
3,3.3,2000,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
4,4.3,2000,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
5,3.0,2000,-19.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
6,3.2,2000,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
7,4.3999999999999995,2000,-23.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
8,4.0,2000,-23.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
9,3.5,2000,-25.2,0.19,0.0,0.0,Winter,No Holiday,Yes,January,23
10,3.5,1968,-24.8,0.62,0.0,0.0,Winter,No Holiday,Yes,January,23
11,4.0,1935,-26.9,0.94,0.0,0.0,Winter,No Holiday,Yes,January,23
12,3.7,1955,-26.6,1.18,0.0,0.0,Winter,No Holiday,Yes,January,23
13,4.0,1959,-26.3,1.26,0.0,0.0,Winter,No Holiday,Yes,January,23
14,4.3,2000,-24.6,1.22,0.0,0.0,Winter,No Holiday,Yes,January,23
15,3.6,2000,-23.3,1.04,0.0,0.0,Winter,No Holiday,Yes,January,23
16,4.3,2000,-23.0,0.74,0.0,0.0,Winter,No Holiday,Yes,January,23
17,3.5,2000,-22.2,0.38,0.0,0.0,Winter,No Holiday,Yes,January,23
18,2.4,2000,-21.6,0.05,0.0,0.0,Winter,No Holiday,Yes,January,23
19,3.2,2000,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
20,3.0,2000,-20.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
21,4.1,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
22,4.0,2000,-23.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
23,4.0,2000,-25.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,23
0,3.9,2000,-27.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
1,2.5,2000,-28.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
2,3.1,2000,-28.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
3,3.4,2000,-28.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
4,2.5,2000,-29.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
5,3.7,2000,-29.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
6,2.5,2000,-29.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
7,3.0,2000,-29.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
8,1.6,2000,-29.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
9,3.4,2000,-30.5,0.2,0.0,0.0,Winter,No Holiday,Yes,January,24
10,4.3999999999999995,1902,-30.6,0.61,0.0,0.0,Winter,No Holiday,Yes,January,24
11,3.8,1964,-29.0,0.96,0.0,0.0,Winter,No Holiday,Yes,January,24
12,4.0,2000,-27.8,1.17,0.0,0.0,Winter,No Holiday,Yes,January,24
13,4.3999999999999995,1887,-28.0,1.27,0.0,0.0,Winter,No Holiday,Yes,January,24
14,3.8,1980,-26.8,1.25,0.0,0.0,Winter,No Holiday,Yes,January,24
15,3.8,2000,-25.4,1.06,0.0,0.0,Winter,No Holiday,Yes,January,24
16,4.3999999999999995,2000,-25.3,0.77,0.0,0.0,Winter,No Holiday,Yes,January,24
17,3.5,2000,-27.4,0.39,0.0,0.0,Winter,No Holiday,Yes,January,24
18,3.4,2000,-27.3,0.05,0.0,0.0,Winter,No Holiday,Yes,January,24
19,2.2,2000,-26.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
20,1.3,2000,-25.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
21,3.2,1933,-25.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
22,4.0,2000,-24.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
23,3.6,2000,-25.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,24
0,3.8,2000,-25.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
1,2.2,2000,-26.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
2,1.3,2000,-25.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
3,1.9,2000,-26.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
4,2.4,1985,-27.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
5,2.7,2000,-27.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
6,3.0,2000,-28.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
7,2.2,2000,-28.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
8,3.3,2000,-29.2,0.01,0.0,0.0,Winter,No Holiday,Yes,January,25
9,2.9,2000,-28.7,0.19,0.0,0.0,Winter,No Holiday,Yes,January,25
10,2.4,2000,-27.9,0.56,0.0,0.0,Winter,No Holiday,Yes,January,25
11,3.5,1996,-29.6,0.91,0.0,0.0,Winter,No Holiday,Yes,January,25
12,3.2,1981,-28.7,1.16,0.0,0.0,Winter,No Holiday,Yes,January,25
13,3.9,2000,-26.7,1.26,0.0,0.0,Winter,No Holiday,Yes,January,25
14,2.3,1981,-26.7,1.21,0.0,0.0,Winter,No Holiday,Yes,January,25
15,3.7,2000,-24.8,1.0,0.0,0.0,Winter,No Holiday,Yes,January,25
16,2.6,1973,-23.6,0.66,0.0,0.0,Winter,No Holiday,Yes,January,25
17,4.0,2000,-24.4,0.28,0.0,0.0,Winter,No Holiday,Yes,January,25
18,4.0,2000,-24.8,0.04,0.0,0.0,Winter,No Holiday,Yes,January,25
19,3.7,2000,-25.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
20,2.4,2000,-26.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
21,2.2,2000,-26.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
22,2.5,2000,-26.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
23,2.8,2000,-26.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,25
0,1.7,2000,-27.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
1,1.7,2000,-27.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
2,2.2,2000,-28.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
3,2.9,2000,-28.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
4,1.5,2000,-28.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
5,2.3,2000,-27.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
6,1.6,2000,-27.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
7,3.4,2000,-28.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
8,2.5,2000,-28.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
9,3.8,1941,-28.7,0.21,0.0,0.0,Winter,No Holiday,Yes,January,26
10,3.4,1703,-29.0,0.62,0.0,0.0,Winter,No Holiday,Yes,January,26
11,3.3,1808,-28.9,0.93,0.0,0.0,Winter,No Holiday,Yes,January,26
12,2.7,1906,-28.2,1.17,0.0,0.0,Winter,No Holiday,Yes,January,26
13,2.7,1889,-27.9,1.26,0.0,0.0,Winter,No Holiday,Yes,January,26
14,2.5,1879,-27.3,1.25,0.0,0.0,Winter,No Holiday,Yes,January,26
15,3.3,1805,-26.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
16,2.7,1778,-25.8,0.77,0.0,0.0,Winter,No Holiday,Yes,January,26
17,3.3,1745,-25.2,0.41,0.0,0.0,Winter,No Holiday,Yes,January,26
18,2.5,1835,-25.6,0.05,0.0,0.0,Winter,No Holiday,Yes,January,26
19,2.4,1863,-26.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
20,1.7,1878,-25.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
21,1.8,1869,-25.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
22,1.8,1746,-25.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
23,2.7,1738,-25.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,26
0,1.2,1766,-25.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
1,0.8,1905,-24.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
2,0.6,1867,-25.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
3,0.8,1963,-25.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
4,0.8,1868,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
5,0.8,2000,-24.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
6,0.7,1921,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
7,1.3,1629,-23.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
8,0.9,1369,-22.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
9,1.1,1401,-23.4,0.2,0.0,0.0,Winter,No Holiday,Yes,January,27
10,0.6,1497,-24.6,0.6,0.0,0.0,Winter,No Holiday,Yes,January,27
11,1.1,1748,-22.9,0.9,0.0,0.0,Winter,No Holiday,Yes,January,27
12,2.5,1763,-21.5,1.13,0.0,0.0,Winter,No Holiday,Yes,January,27
13,2.1,1889,-22.5,1.24,0.0,0.0,Winter,No Holiday,Yes,January,27
14,2.0,1730,-21.2,1.2,0.0,0.0,Winter,No Holiday,Yes,January,27
15,2.2,1739,-20.4,1.04,0.0,0.0,Winter,No Holiday,Yes,January,27
16,2.6,1839,-20.9,0.74,0.0,0.0,Winter,No Holiday,Yes,January,27
17,1.9,2000,-21.2,0.39,0.0,0.0,Winter,No Holiday,Yes,January,27
18,3.0,1988,-20.9,0.06,0.0,0.0,Winter,No Holiday,Yes,January,27
19,2.0,1887,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
20,1.7,1858,-20.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
21,2.6,1878,-20.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
22,2.3,1804,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
23,1.2,1760,-18.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,27
0,2.3,1972,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
1,2.4,1853,-17.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
2,1.9,1627,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
3,1.8,1573,-16.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
4,1.6,1966,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
5,1.5,2000,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
6,1.9,2000,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
7,1.9,2000,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
8,1.7,1943,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
9,1.8,1923,-18.7,0.17,0.0,0.0,Winter,No Holiday,Yes,January,28
10,1.9,1940,-18.9,0.53,0.0,0.0,Winter,No Holiday,Yes,January,28
11,2.6,1887,-20.8,0.85,0.0,0.0,Winter,No Holiday,Yes,January,28
12,2.5,1756,-20.2,1.07,0.0,0.0,Winter,No Holiday,Yes,January,28
13,2.5,1866,-21.2,1.16,0.0,0.0,Winter,No Holiday,Yes,January,28
14,3.0,1992,-21.6,1.09,0.0,0.0,Winter,No Holiday,Yes,January,28
15,4.3,2000,-20.3,0.7,0.0,0.0,Winter,No Holiday,Yes,January,28
16,4.0,2000,-18.6,0.52,0.0,0.0,Winter,No Holiday,Yes,January,28
17,4.3999999999999995,2000,-18.1,0.25,0.0,0.0,Winter,No Holiday,Yes,January,28
18,3.7,2000,-18.0,0.04,0.0,0.0,Winter,No Holiday,Yes,January,28
19,3.6,2000,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
20,2.8,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
21,3.5,2000,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
22,2.5,1997,-19.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
23,2.1,1981,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,28
0,0.7,1976,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
1,1.3,1934,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
2,0.9,1808,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
3,2.8,1963,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
4,2.5,1967,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
5,1.0,1921,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
6,1.0,1967,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
7,1.6,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
8,1.0,1998,-23.0,0.01,0.0,0.0,Winter,No Holiday,Yes,January,29
9,2.9,1975,-23.6,0.17,0.0,0.0,Winter,No Holiday,Yes,January,29
10,3.7,1893,-24.6,0.59,0.0,0.0,Winter,No Holiday,Yes,January,29
11,3.6,1761,-25.1,0.91,0.0,0.0,Winter,No Holiday,Yes,January,29
12,3.8,1903,-24.9,1.17,0.0,0.0,Winter,No Holiday,Yes,January,29
13,4.3999999999999995,1963,-24.6,1.28,0.0,0.0,Winter,No Holiday,Yes,January,29
14,4.3999999999999995,1956,-23.5,1.25,0.0,0.0,Winter,No Holiday,Yes,January,29
15,4.3999999999999995,1927,-21.3,1.06,0.0,0.0,Winter,No Holiday,Yes,January,29
16,4.3,1926,-21.1,0.78,0.0,0.0,Winter,No Holiday,Yes,January,29
17,3.6,1978,-20.5,0.4,0.0,0.0,Winter,No Holiday,Yes,January,29
18,2.5,2000,-19.8,0.06,0.0,0.0,Winter,No Holiday,Yes,January,29
19,3.2,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
20,3.8,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
21,2.9,1905,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
22,3.0,1985,-19.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
23,1.6,2000,-20.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,29
0,1.1,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
1,0.3,2000,-22.3,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
2,1.0,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
3,1.4,2000,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
4,1.2,1986,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
5,1.6,1979,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
6,0.9,2000,-18.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
7,0.9,1984,-18.1,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
8,0.7,1963,-17.1,0.01,0.0,0.0,Winter,No Holiday,Yes,January,30
9,0.8,1624,-18.6,0.2,0.0,0.0,Winter,No Holiday,Yes,January,30
10,0.9,1705,-18.2,0.55,0.0,0.0,Winter,No Holiday,Yes,January,30
11,1.3,1912,-19.8,0.79,0.0,0.0,Winter,No Holiday,Yes,January,30
12,2.7,1900,-17.5,1.01,0.0,0.0,Winter,No Holiday,Yes,January,30
13,2.0,1893,-14.8,1.18,0.0,0.0,Winter,No Holiday,Yes,January,30
14,2.1,1437,-11.2,0.72,0.0,0.0,Winter,No Holiday,Yes,January,30
15,2.5,1891,-9.4,0.64,0.0,0.0,Winter,No Holiday,Yes,January,30
16,1.7,233,-5.8,0.25,0.0,0.0,Winter,No Holiday,Yes,January,30
17,0.3,174,-4.5,0.06,0.0,0.0,Winter,No Holiday,Yes,January,30
18,0.4,202,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
19,1.1,167,-2.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
20,1.7,270,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
21,1.3,508,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
22,1.2,1006,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
23,1.0,1093,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,30
0,0.8,1113,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,31
1,1.1,1141,-4.4,0.0,0.0,0.0,Winter,No Holiday,Yes,January,31
2,1.4,1097,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes,January,31
3,1.0,977,-4.7,0.0,0.0,0.0,Winter,No Holiday,Yes,January,31
4,1.5,877,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,31
5,0.6,946,-5.2,0.0,0.0,0.0,Winter,No Holiday,Yes,January,31
6,0.7,1215,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,31
7,1.6,953,-5.9,0.0,0.0,0.0,Winter,No Holiday,Yes,January,31
8,1.7,915,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes,January,31
9,1.2,916,-6.7,0.1,0.0,0.0,Winter,No Holiday,Yes,January,31
10,1.7,1286,-8.4,0.22,0.0,0.0,Winter,No Holiday,Yes,January,31
11,2.5,1906,-11.6,0.56,0.0,0.0,Winter,No Holiday,Yes,January,31
12,2.7,1921,-14.5,0.64,0.0,0.0,Winter,No Holiday,Yes,January,31
13,2.6,1853,-13.0,0.54,0.0,0.0,Winter,No Holiday,Yes,January,31
14,2.7,1984,-15.0,0.56,0.0,0.0,Winter,No Holiday,Yes,January,31
15,2.3,1997,-15.9,0.45,0.0,0.0,Winter,No Holiday,Yes,January,31
